groupName,customereducationalqualification,spouseeducationalqualification,familymemberscount,age,everDefault,everNPA,groupSize,maxRelCatProp,casteSimilarityProp,occupationHomogeneity,ownAsset,maritalStatus,ownHouse,farmerCategory,totalLand,min_age,max_age,var_age,dif_age,avg_expenditure,min_familymemberscount,max_familymemberscount,avg_familymemberscount,var_familymemberscount,dif_familymemberscount,log_minTotalAssets,logMaxAssets,logAvgAssets,avg_totalLand,var_totalLand,ownAssetProp,marriedProp,ownHouseProp,landFarmerProp,branchNameLC1,categoryLC1,districtnameLC1,villagetypeLC1,villagetypeLC2,"('category', 'GEN')","('category', 'OBC')","('category', 'SC')","('category', 'ST')",logIncome,logExpend,casteHomogeneity
AMBAPADA C1 G1,0.142857143,0.666666667,3.857142857,35.42857143,0,0,7,100,0.85714287,71.428574,1,0.857142857,1,0.571428571,1.928571429,22,49,104.28572,27,2500,3,6,3.8571429,2.1428573,3,4.698970004,5.84509804,5.237687323,1.9285715,2.3690476,1,0.85714287,1,0.5714286,16,5,5.857142857,5,0,0,0,0,1,9.0240107,7.8240461,0
AMBAPALLI C1 G1,0.5,0.75,4,39.16666667,0,0,6,33.333332,0.5,33.333332,1,0.666666667,1,0.6,3.166666667,25,51,86.966667,26,3166.6667,2,7,4,3.1999998,5,4.903089987,5,4.970036789,3.1666667,4.9666667,1,0.66666669,1,0.5,33,3,23.5,5,0,0.333333333,0.333333333,0,0.333333333,8.8536654,8.0063677,0
AMBAPALLI C2 G1,1,2.5,4,39.25,0,0,4,75,0.5,50,1,1,1,0,3.5,31,55,122.91666,24,3500,3,5,4,0.66666669,2,5,5,5,3.5,32.333332,1,1,1,0,33,2.5,33,5,0,0.25,0.75,0,0,8.8536654,8.1605186,0
AMBAPALLI C3 G1,1.5,2,5,33.5,0,0,4,50,0.75,75,1,1,1,0,0.125,26,41,45.666664,15,3500,3,6,5,1.9999999,3,5,5,5,0.125,0.0625,1,1,1,0,33,2.5,5.25,5,0,0,0.5,0.5,0,8.8536654,8.1605186,0
AMBAPALLI C4 G1,1,1.4,4.2,39.2,0,0,5,60,0.60000002,40,1,1,1,0,0,26,51,151.7,25,3500,3,5,4.1999998,0.69999999,2,5,5,5,0,0,1,1,1,0,33,2.8,19.2,2.6,2,0,0.2,0.6,0.2,8.8536654,8.1605186,0
AMBAPALLI C5 G1,1,1,4.5,39.66666667,0,0,6,100,0.66666669,83.333336,1,1,1,0,0.033333333,25,46,67.866669,21,3500,4,6,4.5,0.69999999,2,5,5.913813852,5.342422681,0.033333335,0.006666667,1,1,1,0,33,5,19.66666667,5,0,0,0,0,1,8.8536654,8.1605186,0
AMBEDKAR NAGAR C1 G1,1,1,5.2,41,0,0,5,80,0.40000001,80,1,0.8,1,0,0,24,53,139,29,3000,5,6,5.1999998,0.19999999,1,5.021189299,5.06069784,5.049218023,0,0,1,0.80000001,1,0,23,2,23.8,3.4,0.8,0,0,1,0,8.9871969,8.0063677,0
AMBEDKAR NAGAR C1 G2,1.4,1,5.4,26,0,0,5,100,1,80,1,1,1,0,0,21,33,19.499998,12,3000,5,6,5.4000001,0.30000001,1,5,5.041392685,5.025305865,0,0,1,1,1,0,23,2,31.6,5,0,0,0,1,0,8.9871969,8.0063677,1
AMBEDKAR NAGAR C2 G1,1,1,5,37,0,0,5,100,0.80000001,80,1,0.8,1,0,0,28,44,48,16,3000,4,6,5,0.49999997,2,4.977723605,5,4.991226076,0,0,1,0.80000001,1,0,23,2,13.6,5,0,0,0,1,0,8.9871969,8.0063677,0
AMBEDKAR NAGAR C3 G1,1,1,4.714285714,38.57142857,0.142857143,0,7,85.714287,0.42857143,100,1,1,1,0,0,26,48,50.619049,22,3000,4,5,4.7142859,0.23809522,1,4.977723605,5,4.99688675,0,0,1,1,1,0,23,2.142857143,18,1,2.428571429,0,0.142857143,0.857142857,0,8.9871969,8.0063677,0
AMBEDKAR NAGAR C4 G1,1.5,2,5.5,37,0,0,4,100,0.25,50,1,0.5,1,0,0,19,51,176.66666,32,3000,5,6,5.5,0.33333331,1,3.903089987,5.06069784,4.933234129,0,0,1,0.5,1,0,23,2,18.75,3,1.5,0,0,1,0,8.9871969,8.0063677,0
AMBEDKAR NAGAR C5 G1,1.5,1,5.25,33.375,0,0,8,100,0.75,62.5,1,1,1,0,0,18,50,97.98214,32,3000,5,6,5.25,0.21428572,1,5.041392685,5.06069784,5.051152522,0,0,1,1,1,0,23,2,28.875,5,0,0,0,1,0,8.9871969,8.0063677,0
AMBEDKAR NAGAR C6 G1,1.333333333,1,5.166666667,36.16666667,0,0,6,100,0.66666669,33.333332,1,0.666666667,1,0,0,22,50,118.56667,28,3000,5,6,5.1666665,0.16666667,1,5.041392685,5.06069784,5.044670421,0,0,1,0.66666669,1,0,23,2,12,5,0,0,0,1,0,8.9871969,8.0063677,0
AMBOLI C1 G1,1.6,1,3.8,37,0,0,5,60,0.2,100,1,0.8,1,0,0,28,50,106.99999,22,3000,3,4,3.8,0.19999999,1,5,5,5,0,0,1,0.80000001,1,0,19,4.2,19,5,0,0,0.4,0,0.6,8.9871969,8.0063677,0
AMGAON C1 G1,1,1,5.25,39,0,0,4,75,0.5,75,1,1,1,0.5,2,27,48,80.666672,21,2250,4,7,5.25,1.5833335,3,5.079181246,5.176091259,5.146128036,2,1.3333333,1,1,1,0.5,32,4.5,26,3,1.5,0,0.25,0,0.75,8.9871969,7.71247435,0
AMJHURI C1 G1,1,1,4.2,30.8,0,0,5,100,0.80000001,80,1,1,1,0,0,28,35,9.7000008,7,2800,4,5,4.1999998,0.19999999,1,4.875061263,4.977723605,4.934498451,0,0,1,1,1,0,23,3,19.4,5,0,0,1,0,0,8.922658,7.8240461,0
AMLETHA C6 G1,1,1,6.833333333,36.33333333,0,0,6,83.333336,0.33333334,100,0,0.833333333,1,0,0,20,49,123.86667,29,900,6,8,6.8333335,0.9666667,2,0.301029996,0.301029996,0.301029996,0,0,0,0.83333331,1,0,17,1.666666667,23.5,5,0,0.833333333,0,0,0.166666667,8.6995144,6.8023949,0
AMLIPALI C1 G1,1.333333333,0,4.5,41.33333333,0,0,6,100,0.33333334,33.333332,1,1,1,0,0,34,51,54.666668,17,3533.3333,4,6,4.5,0.69999999,2,5.079181246,5.135132651,5.104657791,0,0,1,1,1,0,33,3,1,3,1,0,1,0,0,8.9871969,8.1605186,0
AMLIPALI C2 G1,2.4,0,4.2,35.4,0,0,5,100,0.80000001,40,1,0.8,1,0.8,2.8,27,55,125.3,28,3500,3,6,4.1999998,1.7,3,5.08278537,5.178976947,5.128399269,2.8,3.7,1,0.80000001,1,0.80000001,33,3,22,5,0,0,1,0,0,8.9871969,8.1605186,0
AMMUNDA C1 G1,2.428571429,3,3.857142857,32.14285714,0,0,7,100,1,42.857143,1,1,1,0,0,21,50,97.14286,29,3000,2,6,3.8571429,1.8095237,4,4.903089987,4.903089987,4.903089987,0,0,1,1,1,0,23,3,29,5,0,0,1,0,0,8.9871969,8.0063677,1
AMODAR C1 G1,1,0,4.2,35.2,0.2,0,5,100,1,40,1,0.6,1,0,0,23,51,161.2,28,3500,4,5,4.1999998,0.19999999,1,5.079181246,5.146128036,5.093421685,0,0,1,0.60000002,1,0,7,1,22,1,2,1,0,0,0,8.9871969,8.1605186,1
AMRESHWAR C1 G1,0.857142857,0.571428571,4.571428571,37.28571429,0,0,7,100,1,100,1,1,1,0,0,28,52,64.904755,24,3500,4,6,4.5714288,0.61904764,2,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,7,1,10.28571429,5,0,1,0,0,0,8.9871969,8.1605186,1
AMRESHWAR C1 G2,1,0.75,4.25,40.25,0,0,4,100,1,50,1,1,1,0,0,30,48,57.583336,18,3500,4,5,4.25,0.25,1,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,7,1,17,5,0,1,0,0,0,8.9871969,8.1605186,1
AMULYAMANIRANIPUR C2 G1,2.666666667,2.2,4.166666667,31.83333333,0,0,6,100,0.66666669,100,1,0.833333333,1,1,4.550000033,22,48,108.16666,26,2000,3,5,4.1666665,0.5666666,2,5.267171728,5.267171728,5.267171728,4.5500002,0.35499999,1,0.83333331,1,1,26,3,11.66666667,4.333333333,0.5,0,1,0,0,8.9871969,7.6009026,0
ANAND C10 G1,2,0,2.5,42.66666667,0,0,4,75,0.25,75,1,1,0.666666667,0,0,38,50,41.333332,12,2000,0,5,2.5,12.5,5,0,4.954242509,4.477145372,0,0,0.75,1,0.5,0,26,3.5,26,1,2,0,0.75,0,0.25,8.5171928,7.6009026,0
ANAND C100 G1,2.166666667,2.166666667,3.666666667,42.16666667,0,0,6,83.333336,1,100,1,1,1,0,0,37,49,19.766666,12,1000,3,4,3.6666667,0.26666665,1,4.954242509,5.954242509,5.352182518,0,0,1,1,1,0,26,1.666666667,15.16666667,4.333333333,0.333333333,0.833333333,0,0,0.166666667,8.2940493,6.9077554,0
ANAND C101 G1,2,2,4,38.75,0,0,4,50,0.25,100,1,1,1,0,0,36,41,4.9166665,5,1000,4,4,4,0,0,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,3,16,1,3,0.5,0,0,0.5,8.2940493,6.9077554,0
ANAND C102 G1,2.2,2,4,32.6,0,0,5,80,0.80000001,100,1,1,1,0,0,28,38,17.799999,10,1000,4,4,4,0,0,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,21.2,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C102 G2,2.2,1.8,4,29.2,0,0,5,100,0.80000001,100,1,1,1,0,0,20,36,42.699997,16,1000,4,4,4,0,0,4.954242509,5.954242509,5.404491618,0,0,1,1,1,0,26,1,21.2,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C102 G3,2,2,4,38,0.25,0.25,4,75,0.75,50,1,1,1,0,0,27,51,107.99999,24,1000,4,4,4,0,0,4.954242509,5.954242509,5.556302501,0,0,0.75,1,0.75,0,26,2,18,5,0,0.75,0,0,0.25,8.2940493,6.9077554,0
ANAND C103 G1,2.125,2,3.75,39.375,0,0,8,87.5,0.25,87.5,1,0.875,1,0,0,28,51,65.98214,23,1000,3,4,3.75,0.21428572,1,4.954242509,6.954242509,6.20648856,0,0,1,0.875,1,0,26,1,3.125,2,1.5,1,0,0,0,8.2940493,6.9077554,0
ANAND C104 G1,2.142857143,2.166666667,3.857142857,42.57142857,0,0,7,71.428574,0.71428573,85.714287,1,0.857142857,1,0,0,27,54,107.61906,27,1000,3,4,3.8571429,0.14285713,1,4.954242509,5.954242509,5.31326444,0,0,1,0.85714287,1,0,26,1.571428571,21.57142857,3.857142857,0.571428571,0.857142857,0,0,0.142857143,8.2940493,6.9077554,0
ANAND C105 G1,1,1.166666667,5,32.16666667,0,0,6,66.666664,0.16666667,50,1,1,1,0,0,29,35,7.3666668,6,2500,5,5,5,0,0,5.079181246,6.079181246,5.819543936,0,0,1,1,1,0,26,2.333333333,14.33333333,1,2,0.333333333,0.666666667,0,0,8.8536654,7.8240461,0
ANAND C106 G1,2,2.166666667,3.833333333,34.83333333,0,0,6,66.666664,0.5,83.333336,1,1,1,0,0,27,44,53.766666,17,1000,3,4,3.8333333,0.16666667,1,4.954242509,5.954242509,5.694605199,0,0,1,1,1,0,26,1.333333333,21.66666667,5,0,0.833333333,0.166666667,0,0,8.2940493,6.9077554,0
ANAND C107 G1,2,1.5,3.833333333,36.16666667,0,0,6,66.666664,0.66666669,100,1,1,1,0,0,32,41,8.9666672,9,1000,3,4,3.8333333,0.16666667,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,2.333333333,1,5,0,0.666666667,0,0,0.333333333,8.2940493,6.9077554,0
ANAND C108 G1,2.2,2.4,3.8,30.2,0,0,5,80,0.40000001,100,1,1,1,0,0,22,52,153.2,30,1000,3,4,3.8,0.19999999,1,4.903089987,4.954242509,4.944482672,0,0,1,1,1,0,26,1.8,21.4,5,0,0.8,0,0,0.2,8.2940493,6.9077554,0
ANAND C109 G1,1.777777778,2,3.666666667,42.22222222,0.222222222,0,9,55.555557,0.55555558,100,1,0.888888889,1,0,0,31,53,47.194443,22,1000,3,4,3.6666667,0.25,1,3.84509804,5.954242509,5.208918872,0,0,1,0.8888889,1,0,26,1.111111111,28,2.333333333,1.333333333,0.888888889,0,0.111111111,0,8.2940493,6.9077554,0
ANAND C110 G1,2,1.857142857,3.285714286,36,0,0,7,100,1,85.714287,1,1,1,0,0,23,47,85.333328,24,1000,3,4,3.2857144,0.23809522,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,7.142857143,5,0,1,0,0,0,8.2940493,6.9077554,1
ANAND C111 G2,2,2.142857143,3.285714286,37.71428571,0.142857143,0.142857143,7,28.571428,0.14285715,100,1,1,1,0,0,28,52,83.571426,24,1000,3,4,3.2857144,0.23809522,1,1.113943352,4.954242509,4.887306156,0,0,1,1,1,0,26,2.714285714,7,5,0,0.571428571,0,0,0.428571429,8.2940493,6.9077554,0
ANAND C113 G1,2.111111111,2,3.777777778,38.22222222,0,0,9,77.777779,0.77777779,100,1,1,1,0,0,24,52,90.444443,28,1000,3,4,3.7777777,0.19444445,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1.444444444,19.66666667,5,0,0.777777778,0.222222222,0,0,8.2940493,6.9077554,0
ANAND C114 G1,2,2,4,40.16666667,0.166666667,0,6,100,0.83333331,100,1,1,1,0,0,27,53,96.166664,26,1000,4,4,4,0,0,4.954242509,5.954242509,5.352182518,0,0,1,1,1,0,26,1,30.66666667,4,1.5,1,0,0,0,8.2940493,6.9077554,0
ANAND C115 G1,2,2,3.8,33.2,0,0,5,60,0.2,100,1,1,1,0,0,29,37,8.1999998,8,1000,3,4,3.8,0.19999999,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,2.2,15.6,5,0,0.6,0.2,0,0.2,8.2940493,6.9077554,0
ANAND C116 G1,2,2.2,3,40,0,0,5,80,0.2,80,1,1,1,0,0,29,52,69.5,23,1000,3,3,3,0,0,4.954242509,5.954242509,5.617000341,0,0,1,1,1,0,26,1,10,1,3,1,0,0,0,8.2940493,6.9077554,0
ANAND C117 G1,2,2.2,3.6,40,0,0,5,100,0.80000001,100,1,1,1,0,0,34,46,33.5,12,1000,3,4,3.5999999,0.30000001,1,4.954242509,5.954242509,5.617000341,0,0,1,1,1,0,26,1,21.6,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C118 G1,2,2,3.4,29.4,0,0,5,60,0.80000001,100,1,1,1,0,0,23,37,29.300003,14,1000,3,4,3.4000001,0.30000001,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,2.6,23.2,3.4,1.2,0.6,0,0,0.4,8.2940493,6.9077554,0
ANAND C119 G2,2,2,3.5,34,0,0,6,66.666664,0.16666667,100,1,1,1,0,0,28,42,24.000002,14,1000,3,4,3.5,0.30000001,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,6,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C121 G1,2,2,3.714285714,40.14285714,0.142857143,0,7,28.571428,0.14285715,71.428574,1,0.571428571,1,0,0,32,50,38.809525,18,1000,3,4,3.7142856,0.23809522,1,4.903089987,5.954242509,5.31023801,0,0,1,0.5714286,1,0,26,2.857142857,33,5,0,0.428571429,0,0.142857143,0.428571429,8.2940493,6.9077554,0
ANAND C123 G1,2,2.166666667,3.714285714,33,0.142857143,0,7,28.571428,0.14285715,100,1,0.857142857,1,0,0,25,53,89.666672,28,1000,3,4,3.7142856,0.23809522,1,4.954242509,4.954242509,4.954242509,0,0,1,0.85714287,1,0,26,2.285714286,20.14285714,5,0,0.571428571,0,0.142857143,0.285714286,8.2940493,6.9077554,0
ANAND C124 G1,2.5,2.5,4,33.33333333,0,0,6,50,0.66666669,83.333336,1,1,1,0,0,27,47,59.466667,20,1000,4,4,4,0,0,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,2.333333333,15.5,5,0,0.666666667,0,0,0.333333333,8.2940493,6.9077554,0
ANAND C125 G1,2,2,3.857142857,34.14285714,0,0,7,71.428574,0.14285715,100,1,1,1,0,0,26,48,60.809525,22,1000,3,4,3.8571429,0.14285713,1,4.954242509,5.954242509,5.31326444,0,0,1,1,1,0,26,2.142857143,25.57142857,2.142857143,1.428571429,0.714285714,0,0,0.285714286,8.2940493,6.9077554,0
ANAND C127 G1,2,2,3.5,36.16666667,0.666666667,0,6,50,0.66666669,100,1,1,1,0,0,25,47,72.966675,22,1000,3,4,3.5,0.30000001,1,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1.666666667,6.666666667,5,0,0.666666667,0.333333333,0,0,8.2940493,6.9077554,0
ANAND C131 G1,2,2.4,4,36.8,0,0,5,100,0.80000001,100,1,1,1,0,0,28,47,64.199997,19,1000,4,4,4,0,0,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,15.2,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C132 G1,2,1.6,3.833333333,34.83333333,0,0,6,33.333332,0.83333331,50,1,0.833333333,1,0,0,24,44,48.566666,20,1000,3,4,3.8333333,0.16666667,1,4.954242509,4.954242509,4.954242509,0,0,1,0.83333331,1,0,26,2.333333333,21,5,0,0.666666667,0,0,0.333333333,8.2940493,6.9077554,0
ANAND C134 G1,2,2,3.833333333,37.33333333,0.166666667,0,6,33.333332,0.16666667,100,1,0.666666667,1,0,0,32,52,55.466667,20,1000,3,4,3.8333333,0.16666667,1,4.954242509,4.954242509,4.954242509,0,0,1,0.66666669,1,0,26,1.333333333,4.666666667,4.333333333,0.333333333,0.833333333,0.166666667,0,0,8.2940493,6.9077554,0
ANAND C135 G1,2,2,3.833333333,36.83333333,0,0,6,50,1,100,1,1,1,0,0,27,43,38.966667,16,1000,3,4,3.8333333,0.16666667,1,4.954242509,5.954242992,5.352182846,0,0,1,1,1,0,26,2.5,16,5,0,0.5,0,0.166666667,0.333333333,8.2940493,6.9077554,0
ANAND C136 G1,2.166666667,2.333333333,4,36.16666667,0,0,6,66.666664,0.66666669,100,1,1,1,0,0,28,48,61.366665,20,1000,4,4,4,0,0,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,2.333333333,16.83333333,5,0,0.666666667,0,0,0.333333333,8.2940493,6.9077554,0
ANAND C137 G1,2,2,4,48.25,0,0,4,50,0.75,75,1,0.5,1,0,0,39,53,43.583336,14,1000,4,4,4,0,0,3.954242509,5.954242509,5.434967888,0,0,1,0.5,1,0,26,2.25,17,2,1.5,0.5,0,0.25,0.25,8.2940493,6.9077554,0
ANAND C140 G1,2.142857143,2.571428571,3.857142857,33.14285714,0,0,7,57.142857,0.71428573,100,1,1,1,0,0,23,39,28.142857,16,1000,3,4,3.8571429,0.14285713,1,1.278753601,5.954242509,5.614300642,0,0,1,1,1,0,26,2.428571429,26,5,0,0.571428571,0.142857143,0,0.285714286,8.2940493,6.9077554,0
ANAND C15 G1,0,0,4.333333333,37.5,0,0,6,66.666664,0.16666667,33.333332,0.666666667,0.833333333,0.666666667,0,0,26,50,65.500008,24,3000,2,7,4.3333335,3.0666666,5,3.176091259,4.954242509,4.783546282,0,0,0.66666669,0.83333331,0.66666669,0,26,2.333333333,26,1,2,1,0,0,0,9.1049795,8.0063677,0
ANAND C150 G1,2,2.8,2.2,34.4,0,0,5,100,0.40000001,40,1,1,1,0,0,29,42,26.800001,13,1000,0,4,2.2,4.1999998,4,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,1,4.2,0.4,1,0,0,0,8.2940493,6.9077554,0
ANAND C156 G1,0,1.333333333,3.333333333,39.33333333,0,0,6,50,0.33333334,50,1,1,1,0,0,31,46,58.333332,15,1000,2,4,3.3333333,1.3333333,2,4.954242509,4.954242509,4.954242509,0,0,0.5,1,0.5,0,26,2.666666667,21,5,0,0.333333333,0.5,0,0.166666667,8.2940493,6.9077554,0
ANAND C169 G1,1,1.333333333,3.333333333,35.33333333,0,0,3,100,0.66666669,66.666664,1,1,1,0,0,28,43,56.333336,15,2000,0,5,3.3333333,8.333334,5,4.079181246,4.079217436,4.079193298,0,0,1,1,1,0,26,1,1,3.666666667,0.666666667,1,0,0,0,8.9871969,7.6009026,0
ANAND C17 G1,0,0,4.857142857,36.71428571,0,0,7,71.428574,0.2857143,42.857143,0.857142857,1,0.857142857,0,0,31,54,62.904758,23,3000,3,7,4.8571429,1.4761906,4,3.079181246,5.255277331,4.948134796,0,0,0.85714287,1,0.85714287,0,26,3.857142857,15.28571429,5,0,1,0,0,0,9.1049795,8.0063677,0
ANAND C173 G2,0,1.666666667,5.5,39,0,0,4,75,1,75,1,0.75,1,0,0,34,47,35.333332,13,5000,5,6,5.5,0.33333331,1,4.079181246,5,4.728353782,0,0,1,0.75,1,0,26,1,19.75,5,0,1,0,0,0,8.9871969,8.6995144,0
ANAND C23 G1,2.25,2.25,5,30,0,0,4,75,0.25,50,1,1,1,0,0,26,35,14.000001,9,3000,3,6,5,1.9999999,3,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,5,1,5,0,1,0,0,0,9.1049795,8.0063677,0
ANAND C26 G2,2,2,4,35.16666667,0,0,6,100,0.5,66.666664,1,1,1,0,0,24,53,132.56667,29,1000,3,6,4,1.2,3,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,25.33333333,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C27 G1,1,2,5,32.5,0.333333333,0.333333333,3,66.666664,1,66.666664,1,1,1,0,0,28,37,40.500004,9,1500,5,5,5,0,0,4.079181246,4.954242509,4.707570176,0,0,0.66666669,1,0.66666669,0,26,2.333333333,13.5,5,0,1,0,0,0,8.6406231,7.254329,0
ANAND C27 G2,0.5,2,4.5,40,0,0,4,75,0.5,75,1,1,1,0,0,33,48,51.333336,15,1750,3,5,4.5,1,2,4.079181246,5.079181246,4.767159578,0,0,1,1,1,0,26,4,1,5,0,1,0,0,0,8.9871969,7.6009026,0
ANAND C31 G1,1.75,1.75,4.666666667,36.66666667,0,0,9,66.666664,0.77777779,77.777779,1,0.888888889,1,0,0,24,50,105.74999,26,1000,4,6,4.6666665,0.75,2,4.84509804,4.903089987,4.895790734,0,0,1,0.8888889,1,0,26,2.111111111,4.333333333,2.333333333,1.333333333,0.777777778,0.111111111,0,0.111111111,8.2940493,6.9077554,0
ANAND C33 G1,0,1,5.5,37,0,0,6,50,0.16666667,66.666664,1,1,1,0,0,34,40,17.999998,6,6000,5,6,5.5,0.49999997,1,4.079181246,4.954242509,4.707570176,0,0,0.33333334,1,0.33333334,0,26,3,26,5,0,1,0,0,0,8.9871969,8.6995144,0
ANAND C33 G2,1,2.333333333,5.5,42,0,0,5,80,0.40000001,60,0.75,0.8,0.75,0,0,35,48,41.999996,13,2500,5,6,5.5,0.33333331,1,3.397940009,5,4.708633321,0,0,0.60000002,0.80000001,0.60000002,0,26,4.2,19.75,5,0,1,0,0,0,8.6406231,7.254329,0
ANAND C34 G1,2,2,3.2,40,0.2,0,5,80,0.40000001,80,1,1,1,0,0,29,49,71.999992,20,1000,0,6,3.2,5.2000003,6,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,4.2,16.2,3.4,0.8,1,0,0,0,8.2940493,6.9077554,0
ANAND C35 G1,2,2,3.75,35.75,0.5,0,4,100,0.75,75,1,1,1,0,0,28,42,46.916664,14,1000,3,5,3.75,0.91666663,2,4.954242509,4.954242509,4.954242509,0,0,1,1,1,0,26,1,1,3,1,1,0,0,0,8.2940493,6.9077554,0
ANAND C38 G1,1,2.333333333,5.333333333,37.14285714,0.142857143,0,7,71.428574,0.2857143,85.714287,1,1,1,0,0,21,45,113.14285,24,2500,4,8,5.3333335,2.6666667,4,5.079181246,6.079181246,5.477121255,0,0,0.85714287,1,0.85714287,0,26,2.142857143,1,5,0,1,0,0,0,8.8536654,7.8240461,0
ANAND C4 G1,2,0,1.666666667,38.25,0,0,5,60,0.2,80,1,1,1,0,0,35,42,10.916667,7,2000,0,5,1.6666666,8.333334,5,0,4.954242509,4.829303773,0,0,0.80000001,1,0.80000001,0,26,2.6,26,5,0,0,0.6,0.4,0,8.5171928,7.6009026,0
ANAND C4 G2,2,0,2.5,40,0,0,4,75,0.25,75,1,1,1,0,0,29,53,146.99998,24,2000,0,5,2.5,12.5,5,0,5.954242509,5.51851394,0,0,0.75,1,0.75,0,26,2.25,26,5,0,0,0.25,0.75,0,8.5171928,7.6009026,0
ANAND C40 G1,2,2,4.833333333,43.16666667,0,0,6,83.333336,1,100,1,0.833333333,1,0,0,35,50,25.366669,15,1000,4,6,4.8333335,0.5666666,2,4.954242509,4.954242509,4.954242509,0,0,1,0.83333331,1,0,26,1.333333333,1,1.666666667,2.5,0.833333333,0.166666667,0,0,8.2940493,6.9077554,0
ANAND C40 G2,2,2,4,40.16666667,0,0,6,66.666664,0.83333331,66.666664,1,0.666666667,1,0,0,26,54,108.96667,28,1000,3,5,4,0.79999995,2,4.954242509,4.954242509,4.954242509,0,0,1,0.66666669,1,0,26,1.666666667,1,1,3,0.666666667,0.333333333,0,0,8.2940493,6.9077554,0
ANAND C41 G1,2,2,3.25,45.75,0,0,5,100,0.60000002,40,1,1,0.75,0,0,38,53,48.249996,15,1000,2,4,3.25,0.91666663,2,3.176091259,4.954242509,4.831709843,0,0,0.80000001,1,0.60000002,0,26,1,7.25,4,0.5,1,0,0,0,8.2940493,6.9077554,0
ANAND C41 G2,2,2,4.5,39.5,0,0,5,80,0.2,60,1,1,1,0,0,30,53,97.666664,23,1000,4,6,4.5,1,2,4.954242509,4.954242509,4.954242509,0,0,0.80000001,1,0.80000001,0,26,1.4,16.75,5,0,0.8,0.2,0,0,8.2940493,6.9077554,0
ANAND C44 G1,1.166666667,1.6,4.166666667,36.5,0,0,6,83.333336,0.16666667,83.333336,1,0.833333333,1,0,0,25,54,129.5,29,2250,2,5,4.1666665,1.3666667,3,4.079181246,6.079181246,5.804139432,0,0,1,0.83333331,1,0,26,2.666666667,27.66666667,1,2.333333333,0.166666667,0.833333333,0,0,8.8536654,7.8240461,0
ANAND C45 G1,2.25,2,3.25,42,0.6,0,5,60,0.2,80,1,1,1,0,0,27,53,116,26,1000,3,4,3.25,0.25,1,4.954242509,4.954242509,4.954242509,0,0,0.80000001,1,0.80000001,0,26,1.8,13.5,5,0,0.8,0,0,0.2,8.2940493,6.9077554,0
ANAND C45 G2,2,2,4.166666667,41.5,0.166666667,0,6,83.333336,0.66666669,100,1,0.833333333,1,0,0,33,48,37.5,15,1000,4,5,4.1666665,0.16666667,1,4.954242509,4.954242509,4.954242509,0,0,1,0.83333331,1,0,26,1.333333333,16.33333333,5,0,0.833333333,0.166666667,0,0,8.2940493,6.9077554,0
ANAND C46 G1,2,2,4.5,38.66666667,0,0,6,83.333336,1,83.333336,1,1,1,0,0,29,52,65.866669,23,1000,4,6,4.5,0.69999999,2,4.929418926,4.929418926,4.929418926,0,0,1,1,1,0,26,1,13.5,5,0,1,0,0,0,8.2940493,6.9077554,0
ANAND C48 G1,2.142857143,2,3.714285714,33.85714286,0,0,7,85.714287,0.14285715,57.142857,1,1,1,0,0,23,45,66.809517,22,1000,2,4,3.7142856,0.57142854,2,4.929418926,4.954242509,4.940231804,0,0,1,1,1,0,26,1.571428571,24.85714286,2.714285714,1.142857143,1,0,0,0,8.2940493,6.9077554,0
ANAND C49 G1,2,2.8,4.2,30.8,0,0,5,100,1,60,1,1,1,0,0,28,36,9.7000008,8,1000,4,5,4.1999998,0.19999999,1,4.929418926,4.954242509,4.934498451,0,0,1,1,1,0,26,1,21.4,1.8,1.6,1,0,0,0,8.2940493,6.9077554,1
